35.0000000000	30.0000000000	1.5000000000	
37.0000000000	30.0000000000	1.5000000000	
37.0000000000	30.0000000000	4.5000000000	
35.0000000000	30.0000000000	4.5000000000	
#

35.0000000000	30.0000000000	1.5000000000	
36.0000000000	33.4640000000	1.5000000000	
36.0000000000	33.4640000000	4.5000000000	
35.0000000000	30.0000000000	4.5000000000	
#

35.0000000000	30.0000000000	1.5000000000	
34.0000000000	33.4640000000	1.5000000000	
34.0000000000	33.4640000000	4.5000000000	
35.0000000000	30.0000000000	4.5000000000	
#

35.0000000000	30.0000000000	1.5000000000	
33.0000000000	30.0000000000	1.5000000000	
33.0000000000	30.0000000000	4.5000000000	
35.0000000000	30.0000000000	4.5000000000	
#

35.0000000000	30.0000000000	1.5000000000	
34.0000000000	26.5360000000	1.5000000000	
34.0000000000	26.5360000000	4.5000000000	
35.0000000000	30.0000000000	4.5000000000	
#

35.0000000000	30.0000000000	1.5000000000	
36.0000000000	26.5360000000	1.5000000000	
36.0000000000	26.5360000000	4.5000000000	
35.0000000000	30.0000000000	4.5000000000	
#

35.0000000000	30.0000000000	1.5000000000	
37.0000000000	30.0000000000	1.5000000000	
37.0000000000	30.0000000000	4.5000000000	
35.0000000000	30.0000000000	4.5000000000	
#

